Тип транспорта,Номер маршрута,Конечные остановки,id остановки,Название остановки,Долгота,Широта
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,3c,Пионерский лагерь — Гипермаркет Магнит,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,4,Железнодорожная больница — Площадь Ленина,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,6,Аллея Героев — Посёлок Аэропорт,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Автобус,6,Железнодорожный вокзал Волгоград-1 — Аэропорт,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Троллейбус,10,Площадь Куйбышева — Улица Землячки,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Автобус,20,Аллея Героев — Нижний посёлок ВГТЗ,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Автобус,21,Железнодорожный вокзал Волгоград-1 — Инструментальный завод,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,23а,Волгоградский оптово-строительный рынок — ТЦ Ашан,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,50,Улица Комарова — ГМ Магнит,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,52,Кинотеатр Мир — Улица Ткачёва,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,57,Кузнецкая улица — Нижний посёлок ВгТЗ,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,64а,Родниковая долина — Улица Космонавтов,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,75,Улица Хорошева — Улица Ткачёва,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,90а,Кинотеатр Юбилейный — Улица Хиросимы,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,110,Улица Тулака — Городище – Администрация,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,152,Речной вокзал — Ямы,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,164,Волгоградский оптово-строительный рынок — 2-я Пятилетка,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,174,ТРЦ Акварель — ВИР,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,246,Волгоградский оптово-строительный рынок — ВПЗ-15,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915644,Комсомольская улица / Центральный рынок, 48.707978,44.519043
Автобус,65,Волгоградский оптово-строительный рынок — Жилгородок,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Троллейбус,15а,Площадь Куйбышева — Больничный комплекс,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Автобус,6,Железнодорожный вокзал Волгоград-1 — Аэропорт,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Маршрутка,6,Аллея Героев — Посёлок Аэропорт,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Троллейбус,10,Площадь Куйбышева — Улица Землячки,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Маршрутка,10а,Улица 39-й Гвардейской Дивизии — Жилгородок,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Троллейбус,10а,Площадь Возрождения — Улица Землячки,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Автобус,21,Железнодорожный вокзал Волгоград-1 — Инструментальный завод,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Маршрутка,50,Улица Комарова — ГМ Магнит,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Маршрутка,52,Кинотеатр Мир — Улица Ткачёва,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Маршрутка,64а,Родниковая долина — Улица Космонавтов,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Маршрутка,110,Улица Тулака — Городище – Администрация,stop__9915645,Дом Техники / Комсомольская улица, 48.709880,44.519611
Автобус,95,Инструментальный завод — ВолгоГРЭС,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Автобус,20,Нижний посёлок ВГТЗ — Аллея Героев,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Автобус,35,Больничный комплекс — Волгоградский оптово-строительный рынок,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Троллейбус,12,Спартановка / Улица Грамши — Детский центр,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Троллейбус,9,Спартановка / Улица Грамши — Площадь Куйбышева,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Автобус,2,Площадь Ленина — Кинотеатр Юбилейный,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,3c,Гипермаркет Магнит — Пионерский лагерь,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,4,Площадь Ленина — Железнодорожная больница,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Троллейбус,10а,Площадь Возрождения — Улица Землячки,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,10а,Улица 39-й Гвардейской Дивизии — Жилгородок,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,15с,Улица Титова — Хлебозавод № 3,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,23а,ТЦ Ашан — Волгоградский оптово-строительный рынок,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,36,Роддом № 1 — Кардиоцентр,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,57,Нижний посёлок ВгТЗ — Кузнецкая улица,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,75,Улица Ткачёва — Улица Хорошева,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,90а,Улица Хиросимы — Кинотеатр Юбилейный,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,152,Ямы — Речной вокзал,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,160,ТРК Волгамолл — Улица 25 лет Октября,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,164,2-я Пятилетка — Волгоградский оптово-строительный рынок,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,174,ВИР — ТРЦ Акварель,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,246,ВПЗ-15 — Волгоградский оптово-строительный рынок,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Маршрутка,260,37-й микрорайон — Кардиоцентр,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Автобус,Вокзал – Спартановка,Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915646,Улица Порт-Саида, 48.710899,44.522432
Троллейбус,12 (до вокзала),Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915648,Улица Порт-Саида, 48.711457,44.523332
Автобус,123,Магазин Нюран — Железнодорожный вокзал Волгоград-1,stop__9915648,Улица Порт-Саида, 48.711457,44.523332
Маршрутка,123,31-й микрорайон — Железнодорожный вокзал Волгоград-1,stop__9915648,Улица Порт-Саида, 48.711457,44.523332
Автобус,146,Магазин Стимул — Центральный автовокзал Волгограда,stop__9915648,Улица Порт-Саида, 48.711457,44.523332
Троллейбус,9,Площадь Куйбышева — Спартановка / Улица Грамши,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Автобус,35,Волгоградский оптово-строительный рынок — Больничный комплекс,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Троллейбус,10а,Улица Землячки — Площадь Возрождения,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Автобус,2,Кинотеатр Юбилейный — Площадь Ленина,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,3c,Пионерский лагерь — Гипермаркет Магнит,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,4,Железнодорожная больница — Площадь Ленина,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,10а,Жилгородок — Улица 39-й Гвардейской Дивизии,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Автобус,20,Аллея Героев — Нижний посёлок ВГТЗ,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,23а,Волгоградский оптово-строительный рынок — ТЦ Ашан,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,57,Кузнецкая улица — Нижний посёлок ВгТЗ,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,75,Улица Хорошева — Улица Ткачёва,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,90а,Кинотеатр Юбилейный — Улица Хиросимы,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Автобус,146,Центральный автовокзал Волгограда — Магазин Стимул,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,152,Речной вокзал — Ямы,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,164,Волгоградский оптово-строительный рынок — 2-я Пятилетка,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,174,ТРЦ Акварель — ВИР,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,246,Волгоградский оптово-строительный рынок — ВПЗ-15,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915649,Улица Порт-Саида, 48.711322,44.52434
Троллейбус,9,Площадь Куйбышева — Спартановка / Улица Грамши,stop__9915653,Площадь Ленина, 48.717183,44.530433
Автобус,35,Волгоградский оптово-строительный рынок — Больничный комплекс,stop__9915653,Площадь Ленина, 48.717183,44.530433
Троллейбус,10а,Улица Землячки — Площадь Возрождения,stop__9915653,Площадь Ленина, 48.717183,44.530433
Автобус,2,Кинотеатр Юбилейный — Площадь Ленина,stop__9915653,Площадь Ленина, 48.717183,44.530433
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,3c,Пионерский лагерь — Гипермаркет Магнит,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,4,Железнодорожная больница — Площадь Ленина,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,10а,Жилгородок — Улица 39-й Гвардейской Дивизии,stop__9915653,Площадь Ленина, 48.717183,44.530433
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915653,Площадь Ленина, 48.717183,44.530433
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__9915653,Площадь Ленина, 48.717183,44.530433
Автобус,20,Аллея Героев — Нижний посёлок ВГТЗ,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,23а,Волгоградский оптово-строительный рынок — ТЦ Ашан,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,57,Кузнецкая улица — Нижний посёлок ВгТЗ,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,75,Улица Хорошева — Улица Ткачёва,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,90а,Кинотеатр Юбилейный — Улица Хиросимы,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915653,Площадь Ленина, 48.717183,44.530433
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915653,Площадь Ленина, 48.717183,44.530433
Автобус,146,Центральный автовокзал Волгограда — Магазин Стимул,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,152,Речной вокзал — Ямы,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,156,Площадь Ленина — Клетский / Рассвет,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,164,Волгоградский оптово-строительный рынок — 2-я Пятилетка,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,174,ТРЦ Акварель — ВИР,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,246,Волгоградский оптово-строительный рынок — ВПЗ-15,stop__9915653,Площадь Ленина, 48.717183,44.530433
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915653,Площадь Ленина, 48.717183,44.530433
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915653,Площадь Ленина, 48.717183,44.530433
Троллейбус,9,Площадь Куйбышева — Спартановка / Улица Грамши,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Маршрутка,3c,Пионерский лагерь — Гипермаркет Магнит,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Троллейбус,10а,Улица Землячки — Площадь Возрождения,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Маршрутка,10а,Жилгородок — Улица 39-й Гвардейской Дивизии,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Маршрутка,57,Кузнецкая улица — Нижний посёлок ВгТЗ,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915656,Улица 7-й Гвардейской, 48.721704,44.534212
Троллейбус,9,Площадь Куйбышева — Спартановка / Улица Грамши,stop__9915657,Бакинская улица, 48.723913,44.536075
Троллейбус,10а,Улица Землячки — Площадь Возрождения,stop__9915657,Бакинская улица, 48.723913,44.536075
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915657,Бакинская улица, 48.723913,44.536075
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9915657,Бакинская улица, 48.723913,44.536075
Маршрутка,3c,Пионерский лагерь — Гипермаркет Магнит,stop__9915657,Бакинская улица, 48.723913,44.536075
Маршрутка,7к,Олимпия — Роддом № 1,stop__9915657,Бакинская улица, 48.723913,44.536075
Маршрутка,10а,Жилгородок — Улица 39-й Гвардейской Дивизии,stop__9915657,Бакинская улица, 48.723913,44.536075
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915657,Бакинская улица, 48.723913,44.536075
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915657,Бакинская улица, 48.723913,44.536075
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__9915657,Бакинская улица, 48.723913,44.536075
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9915657,Бакинская улица, 48.723913,44.536075
Маршрутка,57,Кузнецкая улица — Нижний посёлок ВгТЗ,stop__9915657,Бакинская улица, 48.723913,44.536075
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915657,Бакинская улица, 48.723913,44.536075
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915657,Бакинская улица, 48.723913,44.536075
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915657,Бакинская улица, 48.723913,44.536075
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915657,Бакинская улица, 48.723913,44.536075
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915657,Бакинская улица, 48.723913,44.536075
Троллейбус,9,Спартановка / Улица Грамши — Площадь Куйбышева,stop__9915658,Бакинская улица, 48.724757,44.536242
Автобус,95,Инструментальный завод — ВолгоГРЭС,stop__9915658,Бакинская улица, 48.724757,44.536242
Троллейбус,12,Спартановка / Улица Грамши — Детский центр,stop__9915658,Бакинская улица, 48.724757,44.536242
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9915658,Бакинская улица, 48.724757,44.536242
Маршрутка,3c,Гипермаркет Магнит — Пионерский лагерь,stop__9915658,Бакинская улица, 48.724757,44.536242
Маршрутка,7к,Роддом № 1 — Олимпия,stop__9915658,Бакинская улица, 48.724757,44.536242
Троллейбус,10а,Площадь Возрождения — Улица Землячки,stop__9915658,Бакинская улица, 48.724757,44.536242
Маршрутка,10а,Улица 39-й Гвардейской Дивизии — Жилгородок,stop__9915658,Бакинская улица, 48.724757,44.536242
Троллейбус,12 (до вокзала),Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915658,Бакинская улица, 48.724757,44.536242
Маршрутка,15с,Улица Титова — Хлебозавод № 3,stop__9915658,Бакинская улица, 48.724757,44.536242
Маршрутка,36,Роддом № 1 — Кардиоцентр,stop__9915658,Бакинская улица, 48.724757,44.536242
Маршрутка,57,Нижний посёлок ВгТЗ — Кузнецкая улица,stop__9915658,Бакинская улица, 48.724757,44.536242
Автобус,123,Магазин Нюран — Железнодорожный вокзал Волгоград-1,stop__9915658,Бакинская улица, 48.724757,44.536242
Маршрутка,123,31-й микрорайон — Железнодорожный вокзал Волгоград-1,stop__9915658,Бакинская улица, 48.724757,44.536242
Маршрутка,160,ТРК Волгамолл — Улица 25 лет Октября,stop__9915658,Бакинская улица, 48.724757,44.536242
Маршрутка,260,37-й микрорайон — Кардиоцентр,stop__9915658,Бакинская улица, 48.724757,44.536242
Автобус,Вокзал – Спартановка,Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915658,Бакинская улица, 48.724757,44.536242
Троллейбус,9,Спартановка / Улица Грамши — Площадь Куйбышева,stop__9915659,ЦПКиО, 48.729890,44.539436
Автобус,95,Инструментальный завод — ВолгоГРЭС,stop__9915659,ЦПКиО, 48.729890,44.539436
Троллейбус,12,Спартановка / Улица Грамши — Детский центр,stop__9915659,ЦПКиО, 48.729890,44.539436
Маршрутка,1c,Вишнёвая балка — Пионерский лагерь,stop__9915659,ЦПКиО, 48.729890,44.539436
Маршрутка,3c,Гипермаркет Магнит — Пионерский лагерь,stop__9915659,ЦПКиО, 48.729890,44.539436
Маршрутка,7к,Роддом № 1 — Олимпия,stop__9915659,ЦПКиО, 48.729890,44.539436
Троллейбус,10а,Площадь Возрождения — Улица Землячки,stop__9915659,ЦПКиО, 48.729890,44.539436
Маршрутка,10а,Улица 39-й Гвардейской Дивизии — Жилгородок,stop__9915659,ЦПКиО, 48.729890,44.539436
Троллейбус,12 (до вокзала),Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915659,ЦПКиО, 48.729890,44.539436
Маршрутка,15с,Улица Титова — Хлебозавод № 3,stop__9915659,ЦПКиО, 48.729890,44.539436
Маршрутка,36,Роддом № 1 — Кардиоцентр,stop__9915659,ЦПКиО, 48.729890,44.539436
Маршрутка,57,Нижний посёлок ВгТЗ — Кузнецкая улица,stop__9915659,ЦПКиО, 48.729890,44.539436
Автобус,123,Магазин Нюран — Железнодорожный вокзал Волгоград-1,stop__9915659,ЦПКиО, 48.729890,44.539436
Маршрутка,123,31-й микрорайон — Железнодорожный вокзал Волгоград-1,stop__9915659,ЦПКиО, 48.729890,44.539436
Маршрутка,160,ТРК Волгамолл — Улица 25 лет Октября,stop__9915659,ЦПКиО, 48.729890,44.539436
Маршрутка,260,37-й микрорайон — Кардиоцентр,stop__9915659,ЦПКиО, 48.729890,44.539436
Автобус,Вокзал – Спартановка,Спартановка / Улица Грамши — Железнодорожный вокзал Волгоград-1,stop__9915659,ЦПКиО, 48.729890,44.539436
Троллейбус,9,Площадь Куйбышева — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,3c,Пионерский лагерь — Гипермаркет Магнит,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,7к,Олимпия — Роддом № 1,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,10а,Улица Землячки — Площадь Возрождения,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,10а,Жилгородок — Улица 39-й Гвардейской Дивизии,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,57,Кузнецкая улица — Нижний посёлок ВгТЗ,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,9,Площадь Куйбышева — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,3c,Пионерский лагерь — Гипермаркет Магнит,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,7к,Олимпия — Роддом № 1,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,10а,Улица Землячки — Площадь Возрождения,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,10а,Жилгородок — Улица 39-й Гвардейской Дивизии,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,12,Детский центр — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,12 (до вокзала),Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,15с,Хлебозавод № 3 — Улица Титова,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,57,Кузнецкая улица — Нижний посёлок ВгТЗ,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,123,Железнодорожный вокзал Волгоград-1 — 31-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,160,Улица 25 лет Октября — ТРК Волгамолл,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,260,Кардиоцентр — 37-й микрорайон,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,Вокзал – Спартановка,Железнодорожный вокзал Волгоград-1 — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Троллейбус,9,Площадь Куйбышева — Спартановка / Улица Грамши,stop__9915660,ЦПКиО, 48.729783,44.539747
Автобус,95,ВолгоГРЭС — Инструментальный завод,stop__9915660,ЦПКиО, 48.729783,44.539747
Маршрутка,1c,Пионерский лагерь — Вишнёвая балка,stop__9915660,ЦПКиО, 48.729783,44.539747
